student_id,student_no,name,gender,grade,class,birth_date,contact_phone,email
615,20221000615,许涵,男,大一,2班,2007-05-22,18604343507,20221000615@school.edu.cn
616,20221000616,朱乐婧,男,大一,2班,2007-07-14,15259220016,20221000616@school.edu.cn
617,20221000617,高佳凝,女,大一,8班,2007-05-05,18193267200,20221000617@school.edu.cn
618,20221000618,罗祺轩,男,大一,6班,2007-07-18,18345682277,20221000618@school.edu.cn
619,20221000619,马梓峻,女,大一,4班,2007-01-13,15098699868,20221000619@school.edu.cn
620,20221000620,冯宥,女,大一,3班,2006-12-13,13692076672,20221000620@school.edu.cn
621,20221000621,曾六四,男,大一,8班,2007-11-29,13515519444,20221000621@school.edu.cn
622,20221000622,高序,男,大一,1班,2007-08-18,15060142220,20221000622@school.edu.cn
623,20221000623,徐妍悦,女,大一,6班,2007-08-31,18512472855,20221000623@school.edu.cn
624,20221000624,罗欣,女,大一,10班,2006-10-29,15155125873,20221000624@school.edu.cn
625,20221000625,袁凯,男,大一,9班,2006-10-13,15128460168,20221000625@school.edu.cn
626,20221000626,李二颖,女,大一,9班,2006-05-07,13972784574,20221000626@school.edu.cn
627,20221000627,高浩坤,男,大一,5班,2006-06-28,13642526444,20221000627@school.edu.cn
628,20221000628,袁五峻,男,大一,3班,2007-07-21,13144443955,20221000628@school.edu.cn
629,20221000629,李若婧,女,大一,3班,2006-07-06,13139744661,20221000629@school.edu.cn
630,20221000630,陈渲然,男,大一,4班,2006-08-25,15999631587,20221000630@school.edu.cn
631,20221000631,袁佳,女,大一,6班,2006-07-11,15144917542,20221000631@school.edu.cn
632,20221000632,郭彦,男,大一,10班,2006-04-11,15771557501,20221000632@school.edu.cn
633,20221000633,罗奕宇,女,大一,12班,2006-06-20,15376487520,20221000633@school.edu.cn
634,20221000634,袁五茹,女,大一,4班,2006-08-24,15611312430,20221000634@school.edu.cn
635,20221000635,吴五,男,大一,3班,2006-02-26,18781423141,20221000635@school.edu.cn
636,20221000636,高瑞萌,女,大一,6班,2006-07-21,15136773955,20221000636@school.edu.cn
637,20221000637,梁茗萌,女,大一,7班,2007-01-27,15992392164,20221000637@school.edu.cn
638,20221000638,孙涵滢,女,大一,5班,2006-08-08,15167247777,20221000638@school.edu.cn
639,20221000639,沈泓熙,女,大一,12班,2006-01-24,15245391289,20221000639@school.edu.cn
640,20221000640,郭八,男,大一,2班,2007-01-02,15547369804,20221000640@school.edu.cn
641,20221000641,罗沁哲,男,大一,1班,2007-08-22,13895961035,20221000641@school.edu.cn
642,20221000642,马八茹,男,大一,2班,2007-07-27,17600326139,20221000642@school.edu.cn
643,20221000643,宋莹,女,大一,12班,2006-10-17,15117267108,20221000643@school.edu.cn
644,20221000644,杨六祺,女,大一,7班,2007-03-01,15741455061,20221000644@school.edu.cn
645,20221000645,赵沁,男,大一,4班,2007-11-11,13205359674,20221000645@school.edu.cn
646,20221000646,袁露辰,男,大一,2班,2007-11-04,17888864921,20221000646@school.edu.cn
647,20221000647,曹四骞,女,大一,2班,2007-07-15,17368922577,20221000647@school.edu.cn
648,20221000648,沈思颖,男,大一,11班,2006-11-20,18770819782,20221000648@school.edu.cn
649,20221000649,刘渲诺,男,大一,2班,2007-07-12,18929899696,20221000649@school.edu.cn
650,20221000650,赵文芷,女,大一,6班,2007-07-15,13878451971,20221000650@school.edu.cn
651,20221000651,张筱四,男,大一,11班,2006-01-23,15331084950,20221000651@school.edu.cn
652,20221000652,傅翊欣,女,大一,9班,2007-04-08,13016005680,20221000652@school.edu.cn
653,20221000653,梁明宇,女,大一,9班,2006-10-07,18080563804,20221000653@school.edu.cn
654,20221000654,郑羽一,女,大一,11班,2006-07-20,15782602262,20221000654@school.edu.cn
655,20221000655,高霖锴,女,大一,1班,2006-07-20,18999764523,20221000655@school.edu.cn
656,20221000656,于芸,女,大一,11班,2007-12-17,13478315166,20221000656@school.edu.cn
657,20221000657,彭露,女,大一,9班,2007-10-25,17514503463,20221000657@school.edu.cn
658,20221000658,曾瑞致,男,大一,12班,2007-09-25,15629949534,20221000658@school.edu.cn
659,20221000659,彭子驰,女,大一,9班,2007-11-19,15601181410,20221000659@school.edu.cn
660,20221000660,胡锦,男,大一,8班,2007-02-17,13812191204,20221000660@school.edu.cn
661,20221000661,萧沁芷,女,大一,12班,2006-06-21,18177618377,20221000661@school.edu.cn
662,20221000662,孙沁三,女,大一,9班,2007-01-09,15120564786,20221000662@school.edu.cn
663,20221000663,梁宇,男,大一,11班,2006-09-29,15585829491,20221000663@school.edu.cn
664,20221000664,冯九,女,大一,8班,2006-12-10,13013498661,20221000664@school.edu.cn
665,20221000665,林颖六,男,大一,2班,2006-03-19,13957367005,20221000665@school.edu.cn
666,20221000666,徐露妍,女,大一,7班,2006-04-08,15358251641,20221000666@school.edu.cn
667,20221000667,孙奕雯,男,大一,5班,2006-03-14,18224459139,20221000667@school.edu.cn
668,20221000668,冯语,女,大一,11班,2007-04-08,13498988841,20221000668@school.edu.cn
669,20221000669,沈五浩,女,大一,10班,2006-03-13,15058954349,20221000669@school.edu.cn
670,20221000670,郭八帆,男,大一,8班,2007-06-12,18137144853,20221000670@school.edu.cn
671,20221000671,吴婷衡,男,大一,2班,2006-05-26,18235662146,20221000671@school.edu.cn
672,20221000672,朱泽五,女,大一,3班,2007-10-06,13203465030,20221000672@school.edu.cn
673,20221000673,赵彦婧,女,大一,4班,2006-02-11,13895961173,20221000673@school.edu.cn
674,20221000674,吴嫣,男,大一,3班,2006-07-19,15128818062,20221000674@school.edu.cn
675,20221000675,杨琳,男,大一,10班,2006-08-28,17796297486,20221000675@school.edu.cn
676,20221000676,曾涵,男,大一,7班,2007-10-23,15705524179,20221000676@school.edu.cn
677,20221000677,孙佳,女,大一,6班,2007-09-11,15109205068,20221000677@school.edu.cn
678,20221000678,谢佳,女,大一,12班,2007-01-18,17755338193,20221000678@school.edu.cn
679,20221000679,冯一哲,女,大一,5班,2006-06-11,13267868911,20221000679@school.edu.cn
680,20221000680,唐思珊,男,大一,3班,2007-06-04,15337057341,20221000680@school.edu.cn
681,20221000681,李一,男,大一,6班,2006-12-16,18209131441,20221000681@school.edu.cn
682,20221000682,胡若航,女,大一,1班,2006-02-11,15976408033,20221000682@school.edu.cn
683,20221000683,徐曜洁,女,大一,10班,2007-05-10,13423374038,20221000683@school.edu.cn
684,20221000684,刘宸凯,女,大一,2班,2006-12-02,17560223844,20221000684@school.edu.cn
685,20221000685,罗六扬,男,大一,11班,2006-04-19,13099032443,20221000685@school.edu.cn
686,20221000686,萧宥瑶,女,大一,11班,2007-01-26,18801067167,20221000686@school.edu.cn
687,20221000687,袁瑜蕾,男,大一,3班,2006-07-08,18219310909,20221000687@school.edu.cn
688,20221000688,陈思凝,女,大一,6班,2006-04-26,13586437618,20221000688@school.edu.cn
689,20221000689,许淇祺,女,大一,4班,2006-05-12,15735793338,20221000689@school.edu.cn
690,20221000690,高六亦,男,大一,2班,2007-07-31,15541179617,20221000690@school.edu.cn
691,20221000691,马嘉,女,大一,11班,2006-08-09,13842706992,20221000691@school.edu.cn
692,20221000692,冯姝,女,大一,12班,2006-12-12,15393153509,20221000692@school.edu.cn
693,20221000693,高依怡,男,大一,12班,2006-11-02,18274742832,20221000693@school.edu.cn
694,20221000694,罗雅,男,大一,8班,2006-03-13,13775582457,20221000694@school.edu.cn
695,20221000695,萧六祺,男,大一,9班,2006-11-24,15786279021,20221000695@school.edu.cn
696,20221000696,于芸凯,女,大一,1班,2006-10-13,13100493998,20221000696@school.edu.cn
697,20221000697,曹林琪,男,大一,9班,2006-11-09,15683924830,20221000697@school.edu.cn
698,20221000698,许筱一,女,大一,2班,2007-12-13,13009889348,20221000698@school.edu.cn
699,20221000699,李昭一,女,大一,8班,2007-01-04,13525644017,20221000699@school.edu.cn
700,20221000700,萧八雪,男,大一,4班,2007-06-04,18161709737,20221000700@school.edu.cn
701,20221000701,傅芸,男,大一,7班,2006-03-24,15867587192,20221000701@school.edu.cn
702,20221000702,李杰珏,女,大一,10班,2007-05-07,18950933151,20221000702@school.edu.cn
703,20221000703,于瑾驰,女,大一,2班,2006-02-08,18286236086,20221000703@school.edu.cn
704,20221000704,黄筱骞,男,大一,7班,2006-09-28,18886029486,20221000704@school.edu.cn
705,20221000705,韩雪,女,大一,4班,2006-01-16,13752161878,20221000705@school.edu.cn
706,20221000706,张彦,女,大一,12班,2006-01-14,17689023220,20221000706@school.edu.cn
707,20221000707,谢腾九,女,大一,2班,2007-09-19,13042128309,20221000707@school.edu.cn
708,20221000708,何沁,女,大一,10班,2006-02-03,13754448776,20221000708@school.edu.cn
709,20221000709,张锦,男,大一,2班,2007-11-15,18253671355,20221000709@school.edu.cn
710,20221000710,胡菲,女,大一,9班,2007-02-06,18896128689,20221000710@school.edu.cn
711,20221000711,袁昭颖,男,大一,8班,2007-07-02,17855202491,20221000711@school.edu.cn
712,20221000712,邓志,男,大一,6班,2007-04-24,13210234221,20221000712@school.edu.cn
713,20221000713,程曜,男,大一,6班,2006-04-05,18519840601,20221000713@school.edu.cn
714,20221000714,冯星芸,女,大一,12班,2007-01-29,13204125628,20221000714@school.edu.cn
715,20221000715,彭瑞扬,女,大一,11班,2007-04-14,18077326264,20221000715@school.edu.cn
716,20221000716,沈一峻,女,大一,5班,2007-12-19,15306804971,20221000716@school.edu.cn
717,20221000717,董一,女,大一,6班,2007-05-17,18890846019,20221000717@school.edu.cn
718,20221000718,沈文阳,男,大一,5班,2007-01-04,17851698011,20221000718@school.edu.cn
719,20221000719,高睿航,女,大一,10班,2007-10-11,15329159637,20221000719@school.edu.cn
720,20221000720,赵筱芸,男,大一,5班,2007-02-01,13893482307,20221000720@school.edu.cn
721,20221000721,王七珏,女,大一,12班,2007-08-21,13269803940,20221000721@school.edu.cn
722,20221000722,曾六,男,大一,11班,2006-08-18,13460441021,20221000722@school.edu.cn
723,20221000723,赵奚,女,大一,7班,2006-10-01,18609746876,20221000723@school.edu.cn
724,20221000724,陈茗衡,女,大一,2班,2006-11-30,15533918178,20221000724@school.edu.cn
725,20221000725,朱雅琪,男,大一,3班,2006-01-18,17729759187,20221000725@school.edu.cn
726,20221000726,沈曜四,女,大一,10班,2007-07-09,15228600710,20221000726@school.edu.cn
727,20221000727,郭妍子,男,大一,6班,2007-12-30,18071594933,20221000727@school.edu.cn
728,20221000728,赵彤馥,男,大一,12班,2006-12-20,13409030435,20221000728@school.edu.cn
729,20221000729,高乐锴,男,大一,10班,2007-11-15,18681698116,20221000729@school.edu.cn
730,20221000730,谢瑞,男,大一,12班,2007-04-01,18004487098,20221000730@school.edu.cn
731,20221000731,许涵茹,男,大一,6班,2007-09-16,17694318365,20221000731@school.edu.cn
732,20221000732,于林二,女,大一,5班,2006-09-21,17771208365,20221000732@school.edu.cn
733,20221000733,杨翊睿,女,大一,3班,2006-08-12,17321405330,20221000733@school.edu.cn
734,20221000734,张翊铠,男,大一,3班,2007-05-06,15740834626,20221000734@school.edu.cn
735,20221000735,萧四八,女,大一,9班,2007-02-15,18152900068,20221000735@school.edu.cn
736,20221000736,袁文驰,女,大一,2班,2006-01-18,17347460638,20221000736@school.edu.cn
737,20221000737,彭宥琪,男,大一,6班,2006-02-20,17675778133,20221000737@school.edu.cn
738,20221000738,徐颖蕾,女,大一,6班,2006-01-08,13371527967,20221000738@school.edu.cn
739,20221000739,傅宁熙,男,大一,12班,2006-07-30,13413370160,20221000739@school.edu.cn
740,20221000740,于杰骞,女,大一,6班,2006-02-27,13743749249,20221000740@school.edu.cn
741,20221000741,谢奚,男,大一,1班,2007-07-03,13624752337,20221000741@school.edu.cn
742,20221000742,谢羽扬,女,大一,7班,2006-09-22,13828630699,20221000742@school.edu.cn
743,20221000743,罗欣欣,男,大一,7班,2007-04-27,13929643296,20221000743@school.edu.cn
744,20221000744,沈淇滢,男,大一,9班,2007-02-02,15910538318,20221000744@school.edu.cn
745,20221000745,胡彤扬,女,大一,11班,2006-03-07,17301938869,20221000745@school.edu.cn
746,20221000746,吴宥熙,女,大一,8班,2007-02-24,15225444930,20221000746@school.edu.cn
747,20221000747,徐清八,男,大一,1班,2006-05-11,18090497730,20221000747@school.edu.cn
748,20221000748,谢露,女,大一,6班,2006-03-12,13827326564,20221000748@school.edu.cn
749,20221000749,郭一磊,男,大一,11班,2007-07-09,18687006814,20221000749@school.edu.cn
750,20221000750,郭莹宇,男,大一,12班,2007-11-04,17377265322,20221000750@school.edu.cn
751,20221000751,郑睿琪,男,大一,10班,2006-10-11,15601281961,20221000751@school.edu.cn
752,20221000752,刘睿,男,大一,10班,2006-09-16,18218056720,20221000752@school.edu.cn
753,20221000753,刘浩锴,男,大一,11班,2006-01-20,17753530760,20221000753@school.edu.cn
754,20221000754,罗芸珊,男,大一,7班,2006-11-10,18006021737,20221000754@school.edu.cn
755,20221000755,徐四芸,男,大一,9班,2006-10-22,15860205677,20221000755@school.edu.cn
756,20221000756,郭宁宇,男,大一,5班,2006-12-24,15623519631,20221000756@school.edu.cn
757,20221000757,何菲航,女,大一,11班,2006-01-30,18040660587,20221000757@school.edu.cn
758,20221000758,徐筱,女,大一,6班,2007-03-06,18619212414,20221000758@school.edu.cn
759,20221000759,宋梓滢,女,大一,8班,2007-12-27,17732712384,20221000759@school.edu.cn
760,20221000760,冯珂六,男,大一,9班,2006-09-07,18290900786,20221000760@school.edu.cn
761,20221000761,沈二,男,大一,11班,2006-09-01,18145888630,20221000761@school.edu.cn
762,20221000762,吴宇涵,女,大一,7班,2006-07-29,17686699468,20221000762@school.edu.cn
763,20221000763,曹涵三,女,大一,9班,2006-08-24,15265487666,20221000763@school.edu.cn
764,20221000764,袁二,女,大一,8班,2006-06-21,15978642598,20221000764@school.edu.cn
765,20221000765,李芸,男,大一,7班,2007-11-27,17876853734,20221000765@school.edu.cn
766,20221000766,郭瑞,男,大一,5班,2006-09-29,13239553668,20221000766@school.edu.cn
767,20221000767,于颖琪,女,大一,9班,2007-11-10,18852862191,20221000767@school.edu.cn
768,20221000768,于泽熙,女,大一,1班,2007-04-03,15122872534,20221000768@school.edu.cn
769,20221000769,高雅晨,男,大一,8班,2006-07-08,13424677461,20221000769@school.edu.cn
770,20221000770,孙彦洁,男,大一,6班,2006-08-18,18050153623,20221000770@school.edu.cn
771,20221000771,傅语,女,大一,9班,2007-04-15,13161141630,20221000771@school.edu.cn
772,20221000772,李涵宇,男,大一,12班,2007-11-25,18184638140,20221000772@school.edu.cn
773,20221000773,李霖滢,女,大一,12班,2007-02-03,17641435504,20221000773@school.edu.cn
774,20221000774,许宇琳,女,大一,3班,2006-12-25,18063163643,20221000774@school.edu.cn
775,20221000775,董若致,女,大一,4班,2007-09-29,13843083642,20221000775@school.edu.cn
776,20221000776,陈颖浩,女,大一,1班,2007-11-20,15209223726,20221000776@school.edu.cn
777,20221000777,杨星亦,男,大一,6班,2006-07-17,15503887245,20221000777@school.edu.cn
778,20221000778,曹莹,男,大一,5班,2007-08-25,18263233769,20221000778@school.edu.cn
779,20221000779,程祺铠,女,大一,10班,2007-06-29,18973635075,20221000779@school.edu.cn
780,20221000780,徐妍祺,男,大一,4班,2006-12-25,13261106553,20221000780@school.edu.cn
781,20221000781,刘依亦,女,大一,3班,2007-06-02,18134689435,20221000781@school.edu.cn
782,20221000782,邓星,女,大一,6班,2006-02-18,15135062737,20221000782@school.edu.cn
783,20221000783,曾六滢,男,大一,3班,2007-01-05,15632459955,20221000783@school.edu.cn
784,20221000784,沈八霄,女,大一,10班,2006-05-19,18184100565,20221000784@school.edu.cn
785,20221000785,沈涵,女,大一,3班,2007-12-06,18714529911,20221000785@school.edu.cn
786,20221000786,谢奕,男,大一,5班,2006-10-13,13821061821,20221000786@school.edu.cn
787,20221000787,郑珺祺,男,大一,5班,2007-09-19,18701011794,20221000787@school.edu.cn
788,20221000788,孙二晨,男,大一,10班,2007-11-19,15501033567,20221000788@school.edu.cn
789,20221000789,谢序恺,女,大一,2班,2007-09-14,13451395645,20221000789@school.edu.cn
790,20221000790,周杰霄,女,大一,2班,2006-07-09,17618503023,20221000790@school.edu.cn
791,20221000791,王宁衡,男,大一,1班,2006-07-05,18577971401,20221000791@school.edu.cn
792,20221000792,杨志欣,男,大一,4班,2007-09-27,13487308683,20221000792@school.edu.cn
793,20221000793,谢霖,男,大一,8班,2006-02-12,15533001070,20221000793@school.edu.cn
794,20221000794,陈锦辰,女,大一,12班,2006-05-03,17601091493,20221000794@school.edu.cn
795,20221000795,袁奚,男,大一,1班,2006-03-20,13921493863,20221000795@school.edu.cn
796,20221000796,高景雪,女,大一,2班,2007-02-04,17611917745,20221000796@school.edu.cn
797,20221000797,李三四,女,大一,12班,2007-08-20,18941056656,20221000797@school.edu.cn
798,20221000798,董浩,女,大一,7班,2007-08-03,15593364991,20221000798@school.edu.cn
799,20221000799,胡星,男,大一,2班,2007-10-22,15069743160,20221000799@school.edu.cn
800,20221000800,吕泽帆,男,大一,3班,2007-12-14,17771772641,20221000800@school.edu.cn
801,20221000801,刘序茹,男,大一,12班,2006-05-13,13669150597,20221000801@school.edu.cn
802,20221000802,郑宸凝,女,大一,7班,2006-08-27,18618949511,20221000802@school.edu.cn
803,20221000803,朱二,女,大一,8班,2006-12-13,13205140198,20221000803@school.edu.cn
804,20221000804,谢瑶瑾,女,大一,12班,2006-03-18,17690462407,20221000804@school.edu.cn
805,20221000805,袁语,男,大一,9班,2006-02-24,18031107718,20221000805@school.edu.cn
806,20221000806,程璇可,女,大一,7班,2007-03-06,13258361458,20221000806@school.edu.cn
807,20221000807,吴明琪,男,大一,3班,2007-01-23,18822445460,20221000807@school.edu.cn
808,20221000808,刘凯,男,大一,2班,2007-06-27,15285992034,20221000808@school.edu.cn
809,20221000809,吴八,男,大一,5班,2007-11-30,17373507092,20221000809@school.edu.cn
810,20221000810,赵睿,女,大一,6班,2006-09-16,13201555382,20221000810@school.edu.cn
811,20221000811,胡珂,男,大一,5班,2007-06-08,15063104911,20221000811@school.edu.cn
812,20221000812,朱奚希,男,大一,9班,2006-04-07,18910527341,20221000812@school.edu.cn
813,20221000813,林八,女,大一,11班,2006-04-27,15192444772,20221000813@school.edu.cn
814,20221000814,胡姝八,男,大一,3班,2007-03-02,15704586667,20221000814@school.edu.cn
815,20221000815,罗宸诺,男,大一,10班,2006-08-04,13923626732,20221000815@school.edu.cn
816,20221000816,赵博,女,大一,4班,2007-10-01,17377886623,20221000816@school.edu.cn
817,20221000817,赵姝,女,大一,4班,2006-04-06,18775702047,20221000817@school.edu.cn
818,20221000818,于文宁,男,大一,8班,2007-03-25,15626200655,20221000818@school.edu.cn
819,20221000819,刘淇轩,女,大一,8班,2006-04-29,15720448966,20221000819@school.edu.cn
820,20221000820,董昭,男,大一,3班,2007-11-11,18253542724,20221000820@school.edu.cn
821,20221000821,王泓可,女,大一,5班,2007-02-11,15742643177,20221000821@school.edu.cn
822,20221000822,张翊,女,大一,4班,2007-10-08,18677071212,20221000822@school.edu.cn
823,20221000823,周八明,男,大一,9班,2007-10-16,17887494763,20221000823@school.edu.cn
824,20221000824,于依阳,女,大一,2班,2006-12-02,18066991294,20221000824@school.edu.cn
825,20221000825,赵彦渝,女,大一,6班,2006-07-19,15911852142,20221000825@school.edu.cn
826,20221000826,周琳衡,男,大一,9班,2006-11-29,15664970581,20221000826@school.edu.cn
827,20221000827,李瑞芷,男,大一,1班,2007-03-24,13527649381,20221000827@school.edu.cn
828,20221000828,黄璇铠,男,大一,8班,2007-01-13,15922710439,20221000828@school.edu.cn
829,20221000829,韩星坤,男,大一,9班,2007-07-12,13999774176,20221000829@school.edu.cn
830,20221000830,吴嫣,女,大一,2班,2006-03-17,15016409014,20221000830@school.edu.cn
831,20221000831,陈曜铠,女,大一,8班,2006-08-08,18797762697,20221000831@school.edu.cn
832,20221000832,曹腾昊,女,大一,6班,2007-01-04,13120522603,20221000832@school.edu.cn
833,20221000833,傅景二,女,大一,12班,2006-01-24,13207416088,20221000833@school.edu.cn
834,20221000834,邓姝,男,大一,1班,2007-01-04,15830463811,20221000834@school.edu.cn
835,20221000835,郭梓驰,男,大一,11班,2007-01-27,18594374539,20221000835@school.edu.cn
836,20221000836,胡杰颖,女,大一,9班,2006-04-03,15225015753,20221000836@school.edu.cn
837,20221000837,于沁,女,大一,9班,2007-12-15,15320002291,20221000837@school.edu.cn
838,20221000838,何婕芸,男,大一,10班,2006-08-13,15365023101,20221000838@school.edu.cn
839,20221000839,黄六,女,大一,6班,2006-12-21,15307796064,20221000839@school.edu.cn
840,20221000840,沈颖雯,男,大一,4班,2006-09-09,15620897743,20221000840@school.edu.cn
841,20221000841,刘佳,女,大一,2班,2006-12-30,13597895521,20221000841@school.edu.cn
842,20221000842,胡欣帆,女,大一,12班,2007-01-27,13174560829,20221000842@school.edu.cn
843,20221000843,曾景轩,男,大一,3班,2007-03-21,18266014332,20221000843@school.edu.cn
844,20221000844,萧彦钰,女,大一,4班,2006-03-03,13627118213,20221000844@school.edu.cn
845,20221000845,高浩坤,女,大一,5班,2006-05-22,13231025070,20221000845@school.edu.cn
846,20221000846,邓婕萌,男,大一,3班,2007-05-26,13857568723,20221000846@school.edu.cn
847,20221000847,徐泽蕾,男,大一,11班,2007-03-19,17369389642,20221000847@school.edu.cn
848,20221000848,周二瑶,男,大一,1班,2006-03-09,13636489163,20221000848@school.edu.cn
849,20221000849,孙嘉博,男,大一,11班,2007-01-28,15950489268,20221000849@school.edu.cn
850,20221000850,宋涵御,女,大一,6班,2007-03-15,13341842391,20221000850@school.edu.cn
851,20221000851,谢彤驰,男,大一,10班,2007-05-23,15772345975,20221000851@school.edu.cn
852,20221000852,陈明霄,男,大一,4班,2006-12-14,15063223933,20221000852@school.edu.cn
853,20221000853,谢泽焱,男,大一,10班,2006-03-28,18036821575,20221000853@school.edu.cn
854,20221000854,冯语二,女,大一,10班,2006-08-04,15597361175,20221000854@school.edu.cn
855,20221000855,沈昭,女,大一,5班,2007-01-02,18050646769,20221000855@school.edu.cn
856,20221000856,曹淇函,女,大一,10班,2007-05-15,18562927721,20221000856@school.edu.cn
857,20221000857,傅星志,男,大一,4班,2007-06-04,17884552593,20221000857@school.edu.cn
858,20221000858,周羽彤,男,大一,8班,2006-04-03,18202634933,20221000858@school.edu.cn
859,20221000859,李淇翎,男,大一,8班,2006-05-04,13046856740,20221000859@school.edu.cn
860,20221000860,郭雅,女,大一,9班,2007-04-24,18240683008,20221000860@school.edu.cn
861,20221000861,萧渲琪,女,大一,6班,2006-09-02,15984117943,20221000861@school.edu.cn
862,20221000862,郭佳芷,女,大一,8班,2007-01-23,15012387115,20221000862@school.edu.cn
863,20221000863,梁志四,男,大一,5班,2007-04-14,15256740427,20221000863@school.edu.cn
864,20221000864,萧语瑜,女,大一,5班,2006-09-28,15992832961,20221000864@school.edu.cn
865,20221000865,董景衡,男,大一,4班,2006-03-29,15093840317,20221000865@school.edu.cn
866,20221000866,何四锴,女,大一,3班,2007-06-03,15182316847,20221000866@school.edu.cn
867,20221000867,马曜哲,女,大一,6班,2007-12-19,15935004687,20221000867@school.edu.cn
868,20221000868,梁茗琪,女,大一,8班,2007-07-09,13399871054,20221000868@school.edu.cn
869,20221000869,胡翊欣,女,大一,6班,2006-06-27,18726523539,20221000869@school.edu.cn
870,20221000870,刘宁,男,大一,3班,2006-04-14,13461806304,20221000870@school.edu.cn
871,20221000871,周梓,男,大一,7班,2006-05-12,13460985921,20221000871@school.edu.cn
872,20221000872,曹浩,女,大一,12班,2006-06-14,17529418142,20221000872@school.edu.cn
873,20221000873,王子驰,女,大一,5班,2007-11-07,15392269886,20221000873@school.edu.cn
874,20221000874,梁珺,男,大一,1班,2007-08-18,17344485067,20221000874@school.edu.cn
875,20221000875,冯锦御,女,大一,9班,2006-05-05,15567040676,20221000875@school.edu.cn
876,20221000876,胡莹然,女,大一,8班,2007-03-22,15588573302,20221000876@school.edu.cn
877,20221000877,董颖,男,大一,1班,2006-06-09,17720687536,20221000877@school.edu.cn
878,20221000878,袁宥可,女,大一,2班,2007-02-27,15772468997,20221000878@school.edu.cn
879,20221000879,马珺,女,大一,1班,2006-12-09,15075908322,20221000879@school.edu.cn
880,20221000880,徐清祺,男,大一,1班,2006-03-18,13865565904,20221000880@school.edu.cn
881,20221000881,冯宁致,男,大一,1班,2007-06-10,15579184669,20221000881@school.edu.cn
882,20221000882,杨颖辰,女,大一,11班,2007-07-05,15988397558,20221000882@school.edu.cn
883,20221000883,周子滢,女,大一,11班,2007-04-05,15720994843,20221000883@school.edu.cn
884,20221000884,曹宥函,女,大一,5班,2007-10-05,15319282397,20221000884@school.edu.cn
885,20221000885,冯宥亦,女,大一,12班,2006-10-28,15832234576,20221000885@school.edu.cn
886,20221000886,郑景扬,男,大一,1班,2006-08-21,15806493457,20221000886@school.edu.cn
887,20221000887,徐杰,男,大一,5班,2007-11-05,18868161663,20221000887@school.edu.cn
888,20221000888,邓珺辰,女,大一,6班,2006-05-11,13956707781,20221000888@school.edu.cn
889,20221000889,郑泽凯,男,大一,10班,2007-01-30,17786373467,20221000889@school.edu.cn
890,20221000890,刘妍文,男,大一,10班,2006-01-11,18354355324,20221000890@school.edu.cn
891,20221000891,吕淇,男,大一,6班,2006-01-03,15268448824,20221000891@school.edu.cn
892,20221000892,邓宁晟,女,大一,6班,2007-07-01,17878570785,20221000892@school.edu.cn
893,20221000893,赵宇子,女,大一,9班,2006-04-04,15507747021,20221000893@school.edu.cn
894,20221000894,许瑾珏,男,大一,3班,2007-11-04,13903242683,20221000894@school.edu.cn
895,20221000895,李沁焱,男,大一,6班,2007-12-08,13921958783,20221000895@school.edu.cn
896,20221000896,韩昭怡,女,大一,10班,2006-12-04,18746543419,20221000896@school.edu.cn
897,20221000897,邓瑜钰,男,大一,1班,2006-10-18,15080500611,20221000897@school.edu.cn
898,20221000898,陈妍宁,男,大一,11班,2007-05-08,13508517451,20221000898@school.edu.cn
899,20221000899,郑奚娜,女,大一,2班,2007-10-15,13352499549,20221000899@school.edu.cn
900,20221000900,于淇亦,男,大一,5班,2006-03-03,17550448931,20221000900@school.edu.cn
901,20221000901,袁颖,女,大一,1班,2007-03-29,15330803657,20221000901@school.edu.cn
902,20221000902,郭瑾,男,大一,6班,2006-10-02,15916337857,20221000902@school.edu.cn
903,20221000903,董一三,女,大一,11班,2007-11-22,13235405968,20221000903@school.edu.cn
904,20221000904,周启妍,女,大一,8班,2006-07-19,13047654199,20221000904@school.edu.cn
905,20221000905,朱宸涵,女,大一,11班,2007-03-02,17698688507,20221000905@school.edu.cn
906,20221000906,韩露衡,女,大一,5班,2006-11-30,18800537494,20221000906@school.edu.cn
907,20221000907,袁杰扬,男,大一,6班,2007-10-17,17593855796,20221000907@school.edu.cn
908,20221000908,许子九,男,大一,5班,2006-11-03,18551094068,20221000908@school.edu.cn
909,20221000909,吕乐帆,男,大一,8班,2007-04-19,15770026956,20221000909@school.edu.cn
910,20221000910,陈嘉,男,大一,5班,2007-12-23,15649494771,20221000910@school.edu.cn
911,20221000911,曾曜彤,女,大一,7班,2007-03-29,13584246722,20221000911@school.edu.cn
912,20221000912,郑霖辰,女,大一,4班,2006-10-04,18380145821,20221000912@school.edu.cn
913,20221000913,吕杰扬,女,大一,5班,2007-03-01,15589938907,20221000913@school.edu.cn
914,20221000914,张启怡,男,大一,2班,2007-12-02,18005711024,20221000914@school.edu.cn
915,20221000915,李四,女,大一,2班,2006-05-13,15287044575,20221000915@school.edu.cn
916,20221000916,刘四,女,大一,7班,2006-10-20,18294995285,20221000916@school.edu.cn
917,20221000917,林彤怡,男,大一,10班,2006-07-21,18544701145,20221000917@school.edu.cn
918,20221000918,杨梓子,女,大一,11班,2007-01-01,13120904334,20221000918@school.edu.cn
919,20221000919,邓三,男,大一,10班,2007-06-08,18675954087,20221000919@school.edu.cn
